"","date","DayOfYear","Interp.Value","Uncertainty","LowerBound","UpperBound","gw_min","gw_max","AvgWaterTemp_C","NEP_median","NEP_lower","NEP_upper","daily_NEP","discharge_modeled","Elmt_ID","flowing","atm_CO2_ppm","measured_discharge"
"1",2018-04-01,91,9963.74160491368,1504.05577919763,8459.68582571605,11467.7973841113,8231.34947869896,18556.6320399953,0.0799070080862534,0.212427788879592,0.057142963890127,0.675991546226704,0.550732628452112,0.00402152777777778,71,1,423.955916890086,0.00377802083333333
"2",2018-04-02,92,9917.90376250032,1504.0334166868,8413.87034581351,11421.9371791871,8231.34947869896,18556.6320399953,0.0784025423728814,0.212427788879592,0.057142963890127,0.675991546226704,0.809768485329603,0.0033255787037037,71,1,422.870946087062,0.0039175
"3",2018-04-03,93,9874.64442170621,1504.23769519864,8370.40672650757,11378.8821169048,8231.34947869896,18556.6320399953,0.0607303070761015,0.212427788879592,0.057142963890127,0.675991546226704,0.375704030894232,0.00335960648148148,71,1,423.284987633418,0.00503489583333333
"4",2018-04-04,94,9833.87123075453,1504.67081621251,8329.20041454202,11338.542046967,8231.34947869896,18556.6320399953,0.0652307692307692,0.212427788879592,0.057142963890127,0.675991546226704,0.143409040273069,0.00332650462962963,71,1,425.859458764884,0.00394635416666667
"5",2018-04-05,95,9795.43298963991,1505.33872717248,8290.09426246743,11300.7717168124,8231.34947869896,18556.6320399953,0.0643531300160514,0.212427788879592,0.057142963890127,0.675991546226704,0.560590532311765,0.00333564814814815,71,1,425.651868494968,0.00380197916666667
"6",2018-04-06,96,9759.178498357,1506.25002719814,8252.92847115886,11265.4285255551,8231.34947869896,18556.6320399953,0.066243947858473,0.212427788879592,0.057142963890127,0.675991546226704,0.661075503204729,0.00451840277777778,71,1,425.769340987231,0.0037721875
"7",2018-04-07,97,9724.95655690044,1507.41545463086,8217.54110226958,11232.3720115313,8231.34947869896,18556.6320399953,0.0496542056074766,0.212427788879592,0.057142963890127,0.675991546226704,0.536792245208579,0.00348356481481481,71,1,424.276203061851,0.00377697916666667
"8",2018-04-08,98,9692.61596526487,1508.84741220827,8183.7685530566,11201.4633774731,8231.34947869896,18556.6320399953,0.0408621794871795,0.212427788879592,0.057142963890127,0.675991546226704,0.664367117988879,0.0054662037037037,71,1,424.02811787406,0.00538822916666667
"9",2018-04-09,99,9662.00552344493,1510.55953088994,8151.44599255499,11172.5650543349,8231.34947869896,18556.6320399953,0.0433806734992679,0.212427788879592,0.057142963890127,0.675991546226704,0.465074418981504,0.00326018518518518,71,1,424.483128392384,0.00452833333333333
"10",2018-04-10,100,9632.97403143526,1512.56627329451,8120.40775814075,11145.5403047298,8231.34947869896,18556.6320399953,0.0351855123674912,0.212427788879592,0.057142963890127,0.675991546226704,0.529519891481158,0.00325451388888889,71,1,425.125425081312,0.00383583333333333
"11",2018-04-11,101,9605.3702892305,1514.8825776671,8090.4877115634,11120.2528668976,8231.34947869896,18556.6320399953,0.0429318885448916,0.212427788879592,0.057142963890127,0.675991546226704,0.270824196332773,0.00323310185185185,71,1,425.794359512082,0.00464458333333333
"12",2018-04-12,102,9579.04309682529,1517.52354325382,8061.51955357146,11096.5666400791,8231.34947869896,18556.6320399953,0.0647904761904762,0.212427788879592,0.057142963890127,0.675991546226704,0.495695649356444,0.00338935185185185,71,1,423.955303704151,0.00988958333333333
"13",2018-04-13,103,9553.84125421428,1520.50415790031,8033.33709631397,11074.3454121146,8231.34947869896,18556.6320399953,0.0908133704735376,0.212427788879592,0.057142963890127,0.675991546226704,0.116029737100442,0.00323287037037037,71,1,424.4447507007,0.0136565625
"14",2018-04-14,104,9529.6135613921,1523.83906860104,8005.77449279107,11053.4526299931,8231.34947869896,18556.6320399953,0.0624072164948454,0.212427788879592,0.057142963890127,0.675991546226704,1.48910902773488,0.00324259259259259,71,1,426.043442487334,0.006354375
"15",2018-04-15,105,9506.2088183534,1527.5423955984,7978.666422755,11033.7512139518,8231.34947869896,18556.6320399953,0.0737534246575342,0.212427788879592,0.057142963890127,0.675991546226704,0.979325052259917,0.0032119212962963,71,1,424.923336026491,0.0044021875
"16",2018-04-16,106,9483.47582509282,1531.62759046042,7951.8482346324,11015.1034155532,8231.34947869896,18556.6320399953,0.077316758747698,0.212427788879592,0.057142963890127,0.675991546226704,0.235644362098604,0.00316412037037037,71,1,424.565411948351,0.00542208333333333
"17",2018-04-17,107,9461.263381605,1536.10733835513,7925.15604324987,10997.3707199601,8231.34947869896,18556.6320399953,0.0835172413793103,0.212427788879592,0.057142963890127,0.675991546226704,0.33368458500457,0.00320578703703704,71,1,423.611962369604,0.00794770833333333
"18",2018-04-18,108,9439.42028788458,1540.99350449017,7898.4267833944,10980.4137923747,8231.34947869896,18556.6320399953,0.0957922374429224,0.212427788879592,0.057142963890127,0.675991546226704,0.0593993039744865,0.00307546296296296,71,1,423.500729894684,0.006479375
"19",2018-04-19,109,9417.79534392619,1546.29712440525,7871.49821952095,10964.0924683314,8231.34947869896,18556.6320399953,0.0541863247863248,0.212427788879592,0.057142963890127,0.675991546226704,0.307069077708742,0.00305717592592593,71,1,424.400144743495,0.0059165625
"20",2018-04-20,110,9396.2373497245,1552.02843749978,7844.20891222472,10948.2657872243,8231.34947869896,18556.6320399953,0.040764192139738,0.212427788879592,0.057142963890127,0.675991546226704,0.384040754082491,0.00319155092592593,71,1,427.521851801009,0.00764614583333333
"21",2018-04-21,111,9374.59510527412,1558.19696285834,7816.39814241578,10932.7920681325,8231.34947869896,18556.6320399953,0.0454412751677852,0.212427788879592,0.057142963890127,0.675991546226704,0.0368004100777506,0.00317314814814815,71,1,424.363823923123,0.00522302083333333
"22",2018-04-22,112,9352.71741056971,1564.8116161111,7787.9057944586,10917.5290266808,8231.34947869896,18556.6320399953,0.0673774250440917,0.212427788879592,0.057142963890127,0.675991546226704,0.0483798140689614,0.0029494212962963,71,1,424.555975153217,0.00397260416666667
"23",2018-04-23,113,9330.4530656059,1571.88086574503,7758.57219986087,10902.3339313509,8231.34947869896,18556.6320399953,0.0856564417177914,0.212427788879592,0.057142963890127,0.675991546226704,0.20286691838202,0.00292650462962963,71,1,425.074186335038,0.00637760416666667
"24",2018-04-24,114,9307.65087037734,1579.41292697133,7728.23794340601,10887.0637973487,8231.34947869896,18556.6320399953,0.0711968911917098,0.212427788879592,0.057142963890127,0.675991546226704,0.197033887903058,0.00319675925925926,71,1,425.826708802785,0.00911333333333333
"25",2018-04-25,115,9284.15962487867,1587.41599096248,7696.74363391618,10871.5756158411,8231.34947869896,18556.6320399953,0.0843223140495868,0.212427788879592,0.057142963890127,0.675991546226704,0.212427788879592,0.00287152777777778,71,1,425.728947894069,0.00540166666666667
