"","date","DayOfYear","Interp.Value","Uncertainty","LowerBound","UpperBound","gw_min","gw_max","AvgWaterTemp_C","daily_NEP","Month","NEP_median","NEP_lower","NEP_upper","NEP_max","atm_CO2_ppm","Year","Day","Elmt_ID","Chan_ID","Inflow","Outflow","Storage","Baseflow","Loss","Balance","discharge_modeled","flowing","measured_discharge"
"1",2018-01-01,1,3452.50929801458,239.896688855262,3212.61260915932,3692.40598686984,2831.83095548583,6845.27077575349,12.3735635416667,0.222202969799474,1,3.6,2.6,5.3,5.3,442.124557352149,2018,1,70,21,3987.37,3984.06,17,0,3.31,0,0.0461118055555556,1,NA
"2",2018-01-02,2,3418.27587075207,244.075936906052,3174.19993384602,3662.35180765813,2831.83095548583,6845.27077575349,12.1148125,0.222202969799474,1,3.6,2.6,5.3,5.3,448.03258014676,2018,2,70,21,3847.9,3847.58,16.58,0,0.73,0,0.0445321759259259,1,NA
"3",2018-01-03,3,3384.31445249514,249.874658552214,3134.43979394293,3634.18911104735,2831.83095548583,6845.27077575349,12.2287880377754,0.222202969799474,1,3.6,2.6,5.3,5.3,448.531705796533,2018,3,70,21,3694.86,3694.69,16.12,0,0.63,0,0.0427626157407407,1,NA
"4",2018-01-04,4,3350.73631614371,257.181282946452,3093.55503319726,3607.91759909016,2831.83095548583,6845.27077575349,11.8133067092652,0.222202969799474,1,3.6,2.6,5.3,5.3,442.431400542507,2018,4,70,21,3531.85,3529.83,15.62,0,2.52,0,0.0408545138888889,1,NA
"5",2018-01-05,5,3317.65273459772,265.838641850945,3051.81409274678,3583.49137644867,2831.83095548583,6845.27077575349,11.6324895833333,0.222202969799474,1,3.6,2.6,5.3,5.3,432.862727147573,2018,5,70,21,3395.35,3393.85,15.2,0,1.91,0,0.0392806712962963,1,NA
"6",2018-01-06,6,3285.1749807571,275.655915973124,3009.51906478398,3560.83089673023,2831.83095548583,6845.27077575349,10.9119854166667,0.222202969799474,1,3.6,2.6,5.3,5.3,435.653402098648,2018,6,70,21,3259.13,3257.64,14.78,0,1.91,0,0.0377041666666667,1,NA
"7",2018-01-07,7,3253.41432752179,286.420876901767,2966.99345062002,3539.83520442356,2831.83095548583,6845.27077575349,10.6185583333333,0.222202969799474,1,3.6,2.6,5.3,5.3,437.50593966561,2018,7,70,21,3128.19,3126.69,14.36,0,1.91,0,0.0361885416666667,1,NA
"8",2018-01-08,8,3222.48204779171,297.910698301813,2924.5713494899,3520.39274609352,2831.83095548583,6845.27077575349,10.6762904522613,0.222202969799474,1,3.6,2.6,5.3,5.3,445.358550791031,2018,8,70,21,3013.35,3012.92,14,0,0.79,0,0.0348717592592593,1,0.0054525
"9",2018-01-09,9,3192.4894144668,309.900500293324,2882.58891417348,3502.38991476013,2831.83095548583,6845.27077575349,10.1526657871592,0.222202969799474,1,3.6,2.6,5.3,5.3,438.85355180217,2018,9,70,21,2894.03,2893.57,13.61,0,0.84,0,0.0334903935185185,1,0.00509326315789474
"10",2018-01-10,10,3163.547700447,322.169521494526,2841.37817895247,3485.71722194153,2831.83095548583,6845.27077575349,10.2048692982456,0.222202969799474,1,3.6,2.6,5.3,5.3,440.134574642285,2018,10,70,21,2764.54,2763.05,13.18,0,1.91,0,0.0319797453703704,1,0.00483189473684211
